criteria,repo_id,repo_name,full_repo_name,url,sa_doc,sa_doc_link,domain,architectural_layer,capability_1,iso_mapping_cap_1,layer_cap_1,capability_2,iso_mapping_cap_2,layer_cap_2,capability_3,iso_mapping_cap_3,layer_cap_3,layer_caps,search_term,stars,desc.,lang,last_commit,commits_2024,n_commits,collaborators,template,fork,forks,size,score,archived,disabled
I1,R235,saf,TRUMPF-IoT/saf,https://github.com/TRUMPF-IoT/saf,YES,https://github.com/TRUMPF-IoT/saf/tree/master/docs,IIoT,Infrastructure,Semantic IoT Process Automation,Supporting capability,Cross-cutting,Dynamic Orchestration & Service Composition,Supporting Capabilities,Edge/Fog,Protocol Interoperability for Industrial IoT,Interface Capability,Device/Edge,device ↔ fog,edge iot,12.0,Smart Application Framework (SAF) is a .NET based framework for building distributed applications across cloud and edge.,C#,2025-01-07T16:33:21Z,21.0,375,5.0,False,False,1.0,1122.0,1.0,False,False
I2,R238,edge-infer,unit-mesh/edge-infer,https://github.com/unit-mesh/edge-infer,Partially,https://github.com/unit-mesh/edge-infer/blob/master/docs/edge-mind.svg,Smart manufacturing,Infrastructure,Lightweight Edge Model Inference,Data Capabilities,Device/Edge,Cross-Platform Runtime Support,Supporting Capabilities,Edge/Fog,Configurable Inference Pipeline,Supporting Capabilities,Edge/Fog,device ↔ fog,edge ai,39.0,"EdgeInfer enables efficient edge intelligence by running small AI models, including embeddings and OnnxModels, on resource-constrained devices like Android, iOS, or MCUs for real-time decision-making. EdgeInfer 旨在资源受限的设备上运行小型 AI 模型（包括向量化和 Onnx 模型），如 Android、iOS 或 MCUs，实现高效的边缘智能，用于实时决策。",Rust,2024-04-17T09:23:00Z,11.0,121,3.0,False,False,2.0,280.0,1.0,False,False
I1,R241,WasmEdge,WasmEdge/WasmEdge,https://github.com/WasmEdge/WasmEdge,Partially,https://github.com/WasmEdge/WasmEdge/blob/master/docs/architecture.png,Efficient AI,Infrastructure,Lightweight & Secure Application Runtime,Supporting Capabilities,Device/Edge,AI/ML Inference in WASM Modules,Supporting Capabilities,Edge/Fog,Cloud-Native & Edge Integration,Supporting Capabilities,Fog/Cloud ,Continuum,edge-iot,8754.0,"WasmEdge is a lightweight, high-performance, and extensible WebAssembly runtime for cloud native, edge, and decentralized applications. It powers serverless apps, embedded functions, microservices, smart contracts, and IoT devices.",C++,2025-01-19T23:06:04Z,777.0,3.819,100.0,False,False,787.0,24641.0,1.0,False,False
I2,R242,self,watson-intu/self,https://github.com/watson-intu/self,YES,https://github.com/watson-intu/self-docs/blob/94f376527082cfd25c225b2f99a5304d6955576f/faqs/architecture/architecture.md,Robotic,Infrastructure,Multimodal Perception & Cognitive Integration,Supporting Capabilities,Device/Edge,Distributed Agent-Oriented Orchestration,Supporting Capabilities,Edge/Fog,Extensible Hybrid Edge–Cloud AI Integration,Supporting Capabilities,Cross-cutting,device ↔ fog,edge-ai,29.0,Intu is a Cognitive Embodiment Middleware for AI on the edge.,C++,2024-11-29T18:47:35Z,2.0,66,8.0,False,False,27.0,160108.0,1.0,False,False
I2,R247,Vitis-AI,Xilinx/Vitis-AI,https://github.com/Xilinx/Vitis-AI,YES,https://xilinx.github.io/Vitis-AI/3.5/html/docs/workflow.html?highlight=architecture,Efficient AI,Infrastructure,Model Compilation & FPGA Acceleration,Supporting Capabilities,Device/Edge,End-to-End AI Deployment Stack,Supporting Capabilities,Fog/Cloud/Edge,Hardware-Optimized Edge AI Runtime,Supporting Capabilities,Cross-cutting,Continuum,edge ai,1526.0,"Vitis AI is Xilinx’s development stack for AI inference on Xilinx hardware platforms, including both edge devices and Alveo cards.",Python,2024-09-12T07:20:12Z,3.0,1.253,34.0,False,False,640.0,2361712.0,1.0,False,False
I1,R251,yomo,yomorun/yomo,https://github.com/yomorun/yomo,Partially,https://github.com/yomorun/yomo/blob/master/docs/public/yomo-flow-arch.jpg,"Real Time Data Processing, Data streaming processing",Infrastructure,Low-Latency Edge Stream Processing,Data Capabilities,Edge,WASM-Based Modular Execution,Supporting Capabilities,Cross-cutting,AI-Enabled Real-Time Decision Making,Supporting Capabilities,Edge/Fog,edge ↔ fog,edge ai,1694.0,"🦖 Stateful Serverless Framework for Geo-distributed Edge AI Infra. with function calling support, write once, run on any model.",Go,2025-01-19T03:38:40Z,141.0,602,18.0,False,False,129.0,68921.0,1.0,False,False
I1,R254,kantv,zhouwg/kantv,https://github.com/zhouwg/kantv,Partially,https://github.com/zhouwg/kantv/tree/master?tab=readme-ov-file#software-architecture-of-kantv-android,Smart Environment,System,Cross-Platform Media Processing,Supporting Capabilities,Device/Edge,Hardware-Accelerated Video Decoding,Supporting Capabilities,Cross-cutting,Multi-Protocol Streaming & Playback,Interface Capability,Device/Edge,edge ↔ fog,edge-ai,136.0,"workbench for learing&practising AI tech in real scenario on Android device, powered by GGML(Georgi Gerganov Machine Learning) and NCNN(Tencent NCNN) and FFmpeg",C++,2024-06-17T13:39:23Z,287.0,2.986,41.0,False,False,20.0,1102570.0,1.0,False,False
I2,R257,ztachip,ztachip/ztachip,https://github.com/ztachip/ztachip,Partially,https://github.com/ztachip/ztachip/blob/master/Documentation/SoftwareDesign.md,Computer Vision,Infrastructure,Custom Edge AI Hardware Acceleration,Supporting Capabilities,Device/Edge,SDK & Runtime for Edge AI Applications,Supporting Capabilities,Edge,Real-Time Vision & ML Inference,Supporting Capabilities,Device/Edge,device ↔ edge,edge ai,239.0,Opensource software/hardware platform to build edge AI solutions deployed on FPGA or custom ASIC hardware.,C++,2024-08-21T03:06:22Z,63.0,413,2.0,False,False,34.0,173338.0,1.0,False,False
I2,R258,auritus,nesl/auritus,https://github.com/nesl/auritus,YES,https://github.com/nesl/auritus/blob/main/README.md#framework-architecture,"Audio Analisys, Healthcare",Infrastructure,Model Optimization for Earable Edge,Supporting Capabilities,Edge,Hardware-Aware Model Compactness,Supporting Capabilities,Device/Edge,Extendability & Custom Pipeline,Data Capabilities,Cross-cutting,device ↔ edge,tinyml,20,Auritus: An Open-Source Optimization Toolkit for Training and Development of Human Movement Models and Filters Using Earables,C++,2024-09-17T06:56:53Z,2,61,0.0,False,False,0,145361,1.0,False,False
I2,R259,open-horizon,motion-ai/open-horizon,https://github.com/motion-ai/open-horizon,Partially,https://github.com/motion-ai/open-horizon/blob/master/docs/PATTERN.md,"Orchestration, Computer Vision",Infrastructure,Autonomous Policy-Based Workload Orchestration,Supporting Capabilities,Fog/Cloud/Edge,Resilient Offline Edge Operation,Supporting Capabilities,Edge,Secure Lifecycle Management for Edge Services,Supporting Capabilities,Cross-cutting,edge ↔ Cloud,,,,,,,,,,,,,,,
I1,R261,smart-social-distancing,galliot-us/smart-social-distancing,https://github.com/galliot-us/smart-social-distancing,YES,https://galliot.us/blog/smart-social-distancing-new-codebase-architecture/,Computer Vision,System,Edge-Based Real-Time Social Distancing Analytics,Supporting Capabilities,Edge,Multi-Hardware AI Acceleration,Supporting Capabilities,Edge,Event-Driven Notification & Data Integration,Supporting Capabilities,Cross-Cutting,Continuum,edge-ai,140,"Social Distancing Detector using deep learning and capable to run on edge AI devices such as NVIDIA Jetson, Google Coral, and more.",Python,,0,633,20,False,False,39,,1,False,False
